icd_10,DOID,MESH,ULMS,Alternateids,Name,Name_DO,Descriptions,probs,gender,pharmgkb_ids,symptoms,symptoms_mesh_id,sympotoms_tf_idfs,names_ru,descriptions_ru,symptoms_ru,symptoms_ru_no_stat
N97.8,,['MESH:D007247'],,,female infertility of other origin,,,0.0005332533654555,female,PA444618,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Cough', 'Dyspnea', 'Hypercapnia', 'Weight Gain', 'Obesity', 'Edema', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Diarrhea', 'Emaciation', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Fatigue', 'Fetal Distress', 'Hot Flashes', 'Hypergammaglobulinemia', 'Myoclonus', 'Tremor', 'Confusion', 'Syncope', 'Mental Retardation', 'Pain', 'Headache', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Olfaction Disorders', 'Vision Disorders', 'Blindness', 'Hemianopsia', 'Vertigo', 'Abdomen, Acute', 'Pain, Postoperative', 'Pelvic Pain', 'Bulimia', 'Vomiting', 'Jaundice', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Virilism', 'Neurologic Manifestations', 'Spasm', 'Fetal Hypoxia', 'Hyperemesis Gravidarum', 'Hirsutism', 'Eye Manifestations', 'Fetal Weight', 'Dysmenorrhea']","['MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D015431', 'MESH:D011782', 'MESH:D012640', 'MESH:D015746', 'MESH:D000855', 'MESH:D009325', 'MESH:D003371', 'MESH:D004417', 'MESH:D006935', 'MESH:D015430', 'MESH:D009765', 'MESH:D004487', 'MESH:D006319', 'MESH:D012893', 'MESH:D003967', 'MESH:D004614', 'MESH:D050177', 'MESH:D009767', 'MESH:D013851', 'MESH:D005221', 'MESH:D005316', 'MESH:D019584', 'MESH:D006942', 'MESH:D009207', 'MESH:D014202', 'MESH:D003221', 'MESH:D013575', 'MESH:D008607', 'MESH:D010146', 'MESH:D006261', 'MESH:D011602', 'MESH:D004244', 'MESH:D003638', 'MESH:D000857', 'MESH:D014786', 'MESH:D001766', 'MESH:D006423', 'MESH:D014717', 'MESH:D000006', 'MESH:D010149', 'MESH:D017699', 'MESH:D002032', 'MESH:D014839', 'MESH:D007565', 'MESH:D011696', 'MESH:D016553', 'MESH:D014770', 'MESH:D009461', 'MESH:D013035', 'MESH:D005311', 'MESH:D006939', 'MESH:D006628', 'MESH:D005132', 'MESH:D020567', 'MESH:D004412']","[1.8568128968498905, 24.009149300133554, 30.9568807461034, 37.00198732110346, 1.3691396694936402, 0.8451669255214139, 12.727255172211118, 7.301042455816744, 7.971271519148978, 1.3147291510963324, 1.005221681539617, 2.1109838219206343, 8.920138444056313, 123.21794044207888, 2.383512376411528, 1.2148558604642947, 1.4929989098693168, 0.9231881310823103, 1.8326407212518088, 8.238720995508412, 5.25881985712368, 5.341199219712113, 2.2760263110428585, 5.176903276494116, 6.811421979030068, 1.6791251637069355, 1.775070869430331, 1.739352786828252, 1.5089482112769952, 1.4908914275297522, 0.9054466840727144, 9.552214550291463, 3.5382570188475624, 97.84537185412955, 1.3424714224114789, 2.4570543261245223, 4.576460433085082, 2.6539577274716364, 1.0981383550099495, 2.082052199386629, 1.5962519431875786, 7.188000652397642, 1.6778553222664596, 91.84851563293456, 5.527714206685278, 1.687025330850775, 1.45471177095225, 1.4149055205518302, 1.9338944549569816, 20.04350393856049, 0.0699414131753343, 9.570942300938029, 5.468450611472537, 5.750165476905727, 99.34888946104964, 1.5078769738954958, 3.576668787658674, 102.12387588779129]",Другие формы женского бесплодия,,"['Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'потеря веса', 'квадриплегия, тетраплегия, паралич рук и ног', 'Судороги', 'Боль в животе', 'анорексия', 'тошнота, рвота ', 'Кашель', 'одышка', 'гиперкапния', 'Увеличение веса', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Потеря слуха нейросенсорная', 'Нарушения сна', 'диарея, понос', 'кахексия, истощение, атрофия общая', 'Избыточный вес', 'Ожирение', 'худоба', 'усталость', 'дистресс плода', 'горячие вспышки', 'гипергаммаглобулинемия', 'Миоклонус', 'Тремор', 'спутанное сознание', 'синкопе, обморок', 'Умственная отсталость', 'Боль', 'головная боль, цефалгия', 'Психофизиологические расстройства', 'головокружение', 'Глухота', 'Расстройства обоняния', 'Нарушения зрения', 'Слепота, корковая', 'Гемианопсия', 'вертиго, головокружение', 'острая боль живота', 'Послеоперационная боль', 'Боль в области таза', 'булимия', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'Пурпура тромбоцитопеническая идиопатическая', 'тромбоцитопеническая идиопатическая пурпура', 'вирилизм, маскулинизм', 'Неврологические проявления', 'спазм', 'Гипоксия плода', 'гиперемезис беременных', 'гирсутизм', 'галзные проявления', 'Вес плода', 'Дисменорея']","нерегулярные менструации или их отсутствие скудность выделений, спастические боли внизу живота во время менструации, обильные и затяжные менструации, боль во время полового акта, бесплодие"
N97.9,,['MESH:D007247'],['UMLS_CUI:C0021361'],,"female infertility, unspecified",,"['Female infertility, unspecified']",0.0005332533654555,female,,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Cough', 'Dyspnea', 'Hypercapnia', 'Weight Gain', 'Obesity', 'Edema', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Diarrhea', 'Emaciation', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Fatigue', 'Fetal Distress', 'Hot Flashes', 'Hypergammaglobulinemia', 'Myoclonus', 'Tremor', 'Confusion', 'Syncope', 'Mental Retardation', 'Pain', 'Headache', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Olfaction Disorders', 'Vision Disorders', 'Blindness', 'Hemianopsia', 'Vertigo', 'Abdomen, Acute', 'Pain, Postoperative', 'Pelvic Pain', 'Bulimia', 'Vomiting', 'Jaundice', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Virilism', 'Neurologic Manifestations', 'Spasm', 'Fetal Hypoxia', 'Hyperemesis Gravidarum', 'Hirsutism', 'Eye Manifestations', 'Fetal Weight', 'Dysmenorrhea']","['MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D015431', 'MESH:D011782', 'MESH:D012640', 'MESH:D015746', 'MESH:D000855', 'MESH:D009325', 'MESH:D003371', 'MESH:D004417', 'MESH:D006935', 'MESH:D015430', 'MESH:D009765', 'MESH:D004487', 'MESH:D006319', 'MESH:D012893', 'MESH:D003967', 'MESH:D004614', 'MESH:D050177', 'MESH:D009767', 'MESH:D013851', 'MESH:D005221', 'MESH:D005316', 'MESH:D019584', 'MESH:D006942', 'MESH:D009207', 'MESH:D014202', 'MESH:D003221', 'MESH:D013575', 'MESH:D008607', 'MESH:D010146', 'MESH:D006261', 'MESH:D011602', 'MESH:D004244', 'MESH:D003638', 'MESH:D000857', 'MESH:D014786', 'MESH:D001766', 'MESH:D006423', 'MESH:D014717', 'MESH:D000006', 'MESH:D010149', 'MESH:D017699', 'MESH:D002032', 'MESH:D014839', 'MESH:D007565', 'MESH:D011696', 'MESH:D016553', 'MESH:D014770', 'MESH:D009461', 'MESH:D013035', 'MESH:D005311', 'MESH:D006939', 'MESH:D006628', 'MESH:D005132', 'MESH:D020567', 'MESH:D004412']","[1.8568128968498905, 24.009149300133554, 30.9568807461034, 37.00198732110346, 1.3691396694936402, 0.8451669255214139, 12.727255172211118, 7.301042455816744, 7.971271519148978, 1.3147291510963324, 1.005221681539617, 2.1109838219206343, 8.920138444056313, 123.21794044207888, 2.383512376411528, 1.2148558604642947, 1.4929989098693168, 0.9231881310823103, 1.8326407212518088, 8.238720995508412, 5.25881985712368, 5.341199219712113, 2.2760263110428585, 5.176903276494116, 6.811421979030068, 1.6791251637069355, 1.775070869430331, 1.739352786828252, 1.5089482112769952, 1.4908914275297522, 0.9054466840727144, 9.552214550291463, 3.5382570188475624, 97.84537185412955, 1.3424714224114789, 2.4570543261245223, 4.576460433085082, 2.6539577274716364, 1.0981383550099495, 2.082052199386629, 1.5962519431875786, 7.188000652397642, 1.6778553222664596, 91.84851563293456, 5.527714206685278, 1.687025330850775, 1.45471177095225, 1.4149055205518302, 1.9338944549569816, 20.04350393856049, 0.0699414131753343, 9.570942300938029, 5.468450611472537, 5.750165476905727, 99.34888946104964, 1.5078769738954958, 3.576668787658674, 102.12387588779129]",Женское бесплодие неуточненное,,"['Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'потеря веса', 'квадриплегия, тетраплегия, паралич рук и ног', 'Судороги', 'Боль в животе', 'анорексия', 'тошнота, рвота ', 'Кашель', 'одышка', 'гиперкапния', 'Увеличение веса', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Потеря слуха нейросенсорная', 'Нарушения сна', 'диарея, понос', 'кахексия, истощение, атрофия общая', 'Избыточный вес', 'Ожирение', 'худоба', 'усталость', 'дистресс плода', 'горячие вспышки', 'гипергаммаглобулинемия', 'Миоклонус', 'Тремор', 'спутанное сознание', 'синкопе, обморок', 'Умственная отсталость', 'Боль', 'головная боль, цефалгия', 'Психофизиологические расстройства', 'головокружение', 'Глухота', 'Расстройства обоняния', 'Нарушения зрения', 'Слепота, корковая', 'Гемианопсия', 'вертиго, головокружение', 'острая боль живота', 'Послеоперационная боль', 'Боль в области таза', 'булимия', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'Пурпура тромбоцитопеническая идиопатическая', 'тромбоцитопеническая идиопатическая пурпура', 'вирилизм, маскулинизм', 'Неврологические проявления', 'спазм', 'Гипоксия плода', 'гиперемезис беременных', 'гирсутизм', 'галзные проявления', 'Вес плода', 'Дисменорея']",
N99.0,,,,,,,,0.0001564907127243,neutral,,,,,Послеоперационная почечная недостаточность,,,
Q20.0,,"['MESH:D014339', 'MESH:D014339']","['UMLS_CUI:C0041207', 'UMLS_CUI:C0041207']",,common arterial trunk,,"['Common arterial trunk', 'Persistent truncus arteriosus']",4.866475290680405e-05,neutral,PA445935,"['Cyanosis', 'Anoxia', 'Dyspnea', 'Hemoptysis', 'Fever of Unknown Origin', 'Hydrops Fetalis', 'Chest Pain', 'Angina Pectoris', 'Jaundice, Obstructive', 'Heart Murmurs', 'Cyanosis', 'Anoxia', 'Dyspnea', 'Hemoptysis', 'Fever of Unknown Origin', 'Hydrops Fetalis', 'Chest Pain', 'Angina Pectoris', 'Jaundice, Obstructive', 'Heart Murmurs']","['MESH:D003490', 'MESH:D000860', 'MESH:D004417', 'MESH:D006469', 'MESH:D005335', 'MESH:D015160', 'MESH:D002637', 'MESH:D000787', 'MESH:D041781', 'MESH:D006337', 'MESH:D003490', 'MESH:D000860', 'MESH:D004417', 'MESH:D006469', 'MESH:D005335', 'MESH:D015160', 'MESH:D002637', 'MESH:D000787', 'MESH:D041781', 'MESH:D006337']","[5.230228762571599, 1.00198857170747, 1.005221681539617, 1.6970743635369168, 1.4731549166710445, 4.682000505045212, 2.1991216607129846, 1.4526833726908572, 2.4980286321774794, 2.3634171314371484, 5.230228762571599, 1.00198857170747, 1.005221681539617, 1.6970743635369168, 1.4731549166710445, 4.682000505045212, 2.1991216607129846, 1.4526833726908572, 2.4980286321774794, 2.3634171314371484]",Общий артериальный ствол,,"['Цианоз', 'Аноксия', 'одышка', 'кровохарканье', 'Лихорадка неизвестного происхождения', 'Водянка плода', 'Боль в груди', 'Стенокардия', 'обтурационная желтуха', 'Сердечные шумы', 'Цианоз', 'Аноксия', 'одышка', 'кровохарканье', 'Лихорадка неизвестного происхождения', 'Водянка плода', 'Боль в груди', 'Стенокардия', 'обтурационная желтуха', 'Сердечные шумы']",
Q20.1,DOID:6406,['MESH:D004310'],['UMLS_CUI:C0013069'],,double outlet right ventricle,double outlet right ventricle,"['Double outlet right ventricle', 'Taussig-Bing syndrome']",4.866475290680405e-05,neutral,PA443931,,,,Удвоение выходного отверстия правого желудочка,,,
Q20.2,,,,,,,,4.866475290680405e-05,neutral,,,,,Удвоение выходного отверстия левого желудочка,,,
Q20.3,DOID:0060770,['MESH:D014188'],,,discordant ventriculoarterial connection,dextro-looped transposition of the great arteries,,4.866475290680405e-05,neutral,,,,,Дискордантное желудочково-артериальное соединение,,,
Q20.4,,,,,double inlet ventricle,,,4.866475290680405e-05,neutral,,,,,Удвоение входного отверстия желудочка,,,
Q20.5,,['MESH:C535426'],,,discordant atrioventricular connection,,,4.866475290680405e-05,neutral,,,,,Дискордантное предсердно-желудочковое соединение,,,
Q20.6,DOID:0060856,,,,,right atrial isomerism,,4.866475290680405e-05,neutral,,,,,Изомерия ушка предсердия,,,
Q20.8,,,,,other congenital malformations of cardiac chambers and connections,,,4.866475290680405e-05,neutral,,,,,Другие врожденные аномалии сердечных камер и соединений,,,
Q20.9,,,,,"congenital malformation of cardiac chambers and connections, unspecified",,,4.866475290680405e-05,neutral,,,,,Врожденная аномалия сердечных камер и соединений неуточненная,,,
Q21.0,DOID:1657,['MESH:D006345'],['UMLS_CUI:C0018818'],,ventricular septal defect,ventricular septal defect,['Ventricular septal defect'],0.000170365720914,neutral,PA444378,,,,Дефект межжелудочковой перегородки,,,"отсутствие аппетита, вялое сосание с частыми перерывами, медленный набор веса, появление одышки, тахикардия, отечность на ногах и в области живота"
Q21.1,DOID:1882,['MESH:D006344'],['UMLS_CUI:C0018817'],,atrial septal defect,atrial heart septal defect,"['Atrial septal defect', 'Patent or persistent foramen ovale']",0.000170365720914,neutral,PA444377,,,,Дефект предсердной перегородки,,,
Q21.2,DOID:0050651,['MESH:D004694'],['UMLS_CUI:C0014116'],,atrioventricular septal defect,atrioventricular septal defect,"['Atrioventricular septal defect', 'Common atrioventricular canal', 'Endocardial cushion defect']",0.000170365720914,neutral,PA444032,,,,Дефект предсердно-желудочковой перегородки,,,
